"score","path","extension","length","parcel_col","group_col","lat_col","lon_col","geom_col","can_direct_join","can_bbox_join","can_geometry_review"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\air_quality_management_area_england.geojson",".geojson","5047654","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist_worker\data\meta\scotland_city_aliases.json",".json","1623","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\dist\data\meta\scotland_city_aliases.json",".json","1623","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\wales-points.geojson",".geojson","2811214","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\security_accuracy_expansion\mega_batch_20260507\source_catalog\source_registry_extended.json",".json","829","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\security_accuracy_expansion\mega_batch_20260507\schemas\source_registry_extended_schema.json",".json","213","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\old\model_alan.geojson",".geojson","1169","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\scotland-points.geojson",".geojson","3676035","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\scotland-lines.geojson",".geojson","3373258","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\north-points.geojson",".geojson","21499104","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\wales-lines.geojson",".geojson","2640388","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\south_west-points.geojson",".geojson","5409135","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\south_west-lines.geojson",".geojson","4814053","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\air_quality_england_unified.geojson",".geojson","225988","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step16_preleaflet_hook_working_panel_20260430_214948\data\air_quality_laqn_latest.geojson",".geojson","181999","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step15_real_map_capture_working_buttons_20260430_214334\data\air_quality_laqn_latest.geojson",".geojson","182026","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step14_hard_fix_nonoverlap_clickable_panel_20260430_213327\data\air_quality_laqn_latest.geojson",".geojson","182026","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step18_visual_aq_overlay_and_working_buttons_20260430_221328\data\air_quality_laqn_latest.geojson",".geojson","181783","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step18_visual_aq_overlay_and_working_buttons_20260430_220505\data\air_quality_laqn_latest.geojson",".geojson","181999","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step17_dom_panel_no_map_capture_dependency_20260430_215556\data\air_quality_laqn_latest.geojson",".geojson","181999","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\region_assignments_england.json",".json","85091","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\manifest_england.json",".json","126378","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\AAYS_MVP_Streamlit_Studio_v3_ScenarioEngine_ConfigWizard\pipeline\.venv_wsl\lib\python3.12\site-packages\geopandas\tests\data\null_geom.geojson",".geojson","506","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step13_final_nonoverlap_working_buttons_airdata_20260430_212830\data\air_quality_laqn_latest.geojson",".geojson","182026","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step11_working_panel_direct_events_data_collect_20260430_211514\data\air_quality_laqn_latest.geojson",".geojson","217286","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\scotland_city_aliases.json",".json","1623","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step27_leaflet_runtime_python_cdp_selftest_20260430_235608\data\air_quality_laqn_latest.geojson",".geojson","181775","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step26_early_leaflet_capture_cdp_selftest_20260430_234518\data\air_quality_laqn_latest.geojson",".geojson","181775","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step25_safe_leaflet_capture_no_appjs_break_20260430_233935\data\air_quality_laqn_latest.geojson",".geojson","181775","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\aays_brownfield_latest.geojson",".geojson","337","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step29_deferred_gl_terrain_real_fix_20260501_001006\data\air_quality_laqn_latest.geojson",".geojson","181775","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step28_engine_agnostic_layers_retry_selftest_20260501_000330\data\air_quality_laqn_latest.geojson",".geojson","181775","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step21_real_tile_overlay_terrain_aq_streetview_20260430_230247\data\air_quality_laqn_latest.geojson",".geojson","181775","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step20_google_like_terrain_aq_toolbar_integration_20260430_224844\data\air_quality_laqn_latest.geojson",".geojson","181783","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step19_toolbar_integrated_tile_based_aq_terrain_20260430_223554\data\air_quality_laqn_latest.geojson",".geojson","181783","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step24_real_leaflet_layers_selftested_20260430_233200\data\air_quality_laqn_latest.geojson",".geojson","181775","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step23_fixed_viewport_overlay_selftested_20260430_231958\data\air_quality_laqn_latest.geojson",".geojson","181775","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\.aays_backups\step22_tilepane_exact_terrain_aq_streetview_20260430_231007\data\air_quality_laqn_latest.geojson",".geojson","181775","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_ultra_scope_low_codex_20260515\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_022\READY_TO_SELL_AI_VERIFICATION_BATCH_022_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_022\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_022.csv",".csv","12964","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_023\READY_TO_SELL_AI_VERIFICATION_BATCH_023_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_020\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_020.csv",".csv","12935","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_021\READY_TO_SELL_AI_VERIFICATION_BATCH_021_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_021\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_021.csv",".csv","12974","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_025\READY_TO_SELL_AI_VERIFICATION_BATCH_025_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_025\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_025.csv",".csv","12963","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_026\READY_TO_SELL_AI_VERIFICATION_BATCH_026_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_023\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_023.csv",".csv","12699","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_024\READY_TO_SELL_AI_VERIFICATION_BATCH_024_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_024\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_024.csv",".csv","12859","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_016\READY_TO_SELL_AI_VERIFICATION_BATCH_016_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_016\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_016.csv",".csv","12715","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_017\READY_TO_SELL_AI_VERIFICATION_BATCH_017_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_014\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_014.csv",".csv","12949","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_015\READY_TO_SELL_AI_VERIFICATION_BATCH_015_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_015\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_015.csv",".csv","13126","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_019\READY_TO_SELL_AI_VERIFICATION_BATCH_019_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_019\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_019.csv",".csv","13032","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_020\READY_TO_SELL_AI_VERIFICATION_BATCH_020_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_017\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_017.csv",".csv","13231","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_018\READY_TO_SELL_AI_VERIFICATION_BATCH_018_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_018\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_018.csv",".csv","12800","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_026\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_026.csv",".csv","12755","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_034\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_034.csv",".csv","11916","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_035\READY_TO_SELL_AI_VERIFICATION_BATCH_035_SUMMARY.json",".json","398","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_035\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_035.csv",".csv","11162","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_033\READY_TO_SELL_AI_VERIFICATION_BATCH_033_SUMMARY.json",".json","398","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_033\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_033.csv",".csv","11843","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_034\READY_TO_SELL_AI_VERIFICATION_BATCH_034_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_037\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_037.csv",".csv","9903","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_038\READY_TO_SELL_AI_VERIFICATION_BATCH_038_SUMMARY.json",".json","398","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_038\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_038.csv",".csv","9997","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_036\READY_TO_SELL_AI_VERIFICATION_BATCH_036_SUMMARY.json",".json","398","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_036\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_036.csv",".csv","10145","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_037\READY_TO_SELL_AI_VERIFICATION_BATCH_037_SUMMARY.json",".json","398","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_028\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_028.csv",".csv","12546","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_029\READY_TO_SELL_AI_VERIFICATION_BATCH_029_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_029\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_029.csv",".csv","12953","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_027\READY_TO_SELL_AI_VERIFICATION_BATCH_027_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_027\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_027.csv",".csv","12933","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_028\READY_TO_SELL_AI_VERIFICATION_BATCH_028_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_031\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_031.csv",".csv","11064","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_032\READY_TO_SELL_AI_VERIFICATION_BATCH_032_SUMMARY.json",".json","398","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_032\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_032.csv",".csv","11635","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_030\READY_TO_SELL_AI_VERIFICATION_BATCH_030_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_030\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_030.csv",".csv","12459","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_031\READY_TO_SELL_AI_VERIFICATION_BATCH_031_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_location_evidence_wave_20260516\PARCEL_477_LOCAL_SOURCE_TRACE_MATCHES.csv",".csv","1337","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_location_evidence_wave_20260516\PARCEL_EVIDENCE_RUNTIME_CONSISTENCY.json",".json","1171","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_location_evidence_wave_20260516\PARCEL_EVIDENCE_RUNTIME_STORAGE_REGISTRY.json",".json","697","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\imported\aays_codex_db_platform_package_20260513\runtime-storage-registry.template.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\imported\aays_codex_single_zip_prompt_20260513\aays_codex_single_zip_prompt_20260513\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\imported\aays_fasttrack_24h_low_codex_20260513_from_downloads\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_use6_london_postgres_50step\demo\london_6color_demo_points.geojson",".geojson","16281","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_use6_london_postgres_50step\templates\parcel_use6_evidence_template.json",".json","175","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\run_global_scope_20260516_000502\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_location_evidence_wave_20260516\POSTGIS_GEOSPATIAL_INVENTORY.csv",".csv","2053","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\parcel_location_evidence_wave_20260516\PUBLIC_PARCELS_COLUMNS.csv",".csv","1292","","","","","","no","no","no"
"2","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate018_group_and_parcel_schema_FIXED.csv",".csv","319","","","","","","no","no","no"
"2","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\terrayield_parcel_group_join_final.csv",".csv","66433","","","","","","no","no","no"
"2","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\terrayield-068-generic-future-growth-registry-catalog-smoke.result.json",".json","659","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\fasttrack_24h_low_codex_20260513\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_chatgpt_wide_scope_low_codex_20260515\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_force_apply_low_codex_20260515\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\aays_unified_platform_single_zip_20260515\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\POSTGIS_GEOSPATIAL_INVENTORY.csv",".csv","2053","","","","","","no","no","no"
"2","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\terrayield-055-future-growth-source-registry-stub.result.json",".json","629","","","","","","no","no","no"
"2","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\terrayield-047-future-growth-stage1-source-registry.result.json",".json","306","","","","","","no","no","no"
"2","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\terrayield-068-generic-future-growth-registry-catalog-smoke.audit.json",".json","505","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\PARCEL_EVIDENCE_RUNTIME_CONSISTENCY.json",".json","1171","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\PARCEL_EVIDENCE_RUNTIME_STORAGE_REGISTRY.json",".json","697","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\run_global_scope_fixed_20260516_000718\inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_010\READY_TO_SELL_AI_VERIFICATION_BATCH_010_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_010\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_010.csv",".csv","12845","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_011\READY_TO_SELL_AI_VERIFICATION_BATCH_011_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_009_125_COMBINED.csv",".csv","1190074","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_009\READY_TO_SELL_AI_VERIFICATION_BATCH_009_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_009\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_009.csv",".csv","13033","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_013\READY_TO_SELL_AI_VERIFICATION_BATCH_013_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_013\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_013.csv",".csv","12896","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_014\READY_TO_SELL_AI_VERIFICATION_BATCH_014_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_011\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_011.csv",".csv","13031","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_012\READY_TO_SELL_AI_VERIFICATION_BATCH_012_SUMMARY.json",".json","397","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_012\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_012.csv",".csv","13064","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\codex_handoff\final_ready_file_inventory.json",".json","5970","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\england_map_web\aays\reliability_streetview\manifests\reliabilitySourceRegistry.json",".json","95","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\england_map_web\data\aays_brownfield_latest.geojson",".geojson","337","","","","","","no","no","no"
"2","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\aays-safe-continue-postgis-readonly-probe-20260513-221000.result.json",".json","340","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\single_prompt_bundle_20260513\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\ultra_low_codex_exec_20260513\bundle_inputs\runtime-storage-registry.json",".json","2096","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\land_sales_integration_audit\land_sales_review_csv_validation_20260517_181204.json",".json","729","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\land_sales_integration_audit\land_sales_review_import_dry_run_20260517_181204.json",".json","991","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\land_sales_integration_audit\land_sales_review_path_audit_20260517_181205.json",".json","1959","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\ops\runtime-storage-registry.json",".json","2806","","","","","","no","no","no"
"2","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-queue\pending\1_3_ready_to_sell_runner_path_repair_20260521_0440.json",".json","389","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\sample_data\local_authority_brownfield_manifest_seed_england.json",".json","123691","","","","","","no","no","no"
